OwnerUserId,AvgNormalizedScore,TotalNormalizedScore,AvgRawScore,TotalRawScore,TotalAnswers,badges,DisplayName,Reputation,CreationDate,LastAccessDate,Views,UpVotes,DownVotes
1096.0,0.2592,1.0367,2.75,11,4,"['Teacher', 'Editor', 'Autobiographer', 'Yearling']",Jessica Burnett,226,2017-11-12 01:22:30.280,2020-04-20 18:06:37.687,4,0,0
1118.0,0.2727,0.2727,6.0,6,1,"['Teacher', 'Editor', 'Autobiographer', 'Necromancer']",AndyB,61,2017-11-25 00:22:25.277,2019-11-19 13:20:57.100,0,0,0
1236.0,0.6644,59.7969,3.6778,331,90,"['Teacher', 'Student', 'Editor', 'Organizer', 'Supporter', 'Critic', 'Citizen Patrol', 'Autobiographer', 'Scholar', 'Taxonomist', 'Strunk & White', 'Yearling', 'Yearling', 'Yearling', 'Yearling', 'Yearling', 'Yearling', 'Self-Learner', 'Necromancer', 'Necromancer', 'Necromancer', 'Necromancer', 'Necromancer', 'Necromancer', 'Necromancer', 'Necromancer', 'Enlightened', 'Nice Question', 'Nice Question', 'Nice Question', 'Nice Question', 'Nice Answer', 'Nice Answer', 'Nice Answer', 'Nice Answer', 'Nice Answer', 'Popular Question', 'Popular Question', 'Popular Question', 'Popular Question', 'Popular Question', 'Popular Question', 'Popular Question', 'Notable Question', 'Notable Question', 'Famous Question', 'Commentator', 'Civic Duty', 'Disciplined', 'Tumbleweed', 'Mortarboard', 'Investor', 'Promoter', 'Benefactor', 'Enthusiast', 'Tag Editor', 'Suffrage', 'Revival', 'Revival', 'Revival', 'Revival', 'Revival', 'Revival', 'Revival', 'Revival', 'Revival', 'Revival', 'Revival', 'Talkative', 'Quorum', 'Convention', 'Vox Populi', 'Synonymizer', 'Excavator', 'Caucus', 'Constituent', 'Custodian', 'Custodian', 'Custodian', 'Custodian', 'Custodian', 'Custodian', 'Custodian', 'Custodian', 'Informed', 'Constable', 'Curious', 'Explainer', 'veganism']",Nic,7108,2017-12-05 23:27:59.273,2022-11-06 17:34:28.813,58,565,55
1250.0,0.6869,6.1824,5.3333,48,9,"['Teacher', 'Student', 'Editor', 'Supporter', 'Critic', 'Citizen Patrol', 'Yearling', 'Yearling', 'Yearling', 'Self-Learner', 'Necromancer', 'Enlightened', 'Nice Answer', 'Commentator', 'Revival', 'Excavator', 'Caucus']",Vaelus,688,2017-12-12 07:06:48.517,2024-04-05 03:35:28.480,7,9,2
1251.0,0.0231,0.0231,4.0,4,1,"['Teacher', 'Autobiographer', 'Necromancer']",Gladiator Kittens,141,2017-12-12 09:54:36.870,2018-03-04 20:43:54.370,0,0,0
1260.0,0.0116,0.0116,2.0,2,1,"['Teacher', 'Informed']",The_Grey_Hood,21,2017-12-15 13:30:30.390,2017-12-20 12:46:05.323,0,0,0
1285.0,0.8667,0.8667,13.0,13,1,"['Teacher', 'Student', 'Editor', 'Supporter', 'Critic', 'Autobiographer', 'Yearling', 'Necromancer', 'Nice Question', 'Nice Answer', 'Popular Question', 'Enthusiast', 'Suffrage', 'Revival', 'Quorum', 'Vox Populi', 'Informed']",N. Cornet,343,2017-12-26 21:22:43.070,2020-11-05 18:42:15.593,5,57,1
1288.0,0.5051,1.0101,1.5,3,2,"['Teacher', 'Editor', 'Autobiographer', 'Revival', 'Informed']",MxVasilev,31,2017-12-28 06:30:42.047,2018-03-05 17:16:42.217,0,0,0
1293.0,0.3764,1.1293,8.3333,25,3,"['Teacher', 'Student', 'Editor', 'Supporter', 'Critic', 'Citizen Patrol', 'Autobiographer', 'Yearling', 'Yearling', 'Nice Question', 'Nice Answer', 'Informed']",Edelk,463,2017-12-29 19:34:23.393,2020-05-20 16:44:51.473,4,24,1
1319.0,0.6795,2.7179,3.0,12,4,"['Teacher', 'Student', 'Editor', 'Supporter', 'Critic', 'Autobiographer', 'Yearling', 'Excavator', 'Caucus', 'Constituent', 'Custodian', 'Informed']",Jessica Tiberio,308,2018-01-11 05:31:38.913,2023-11-13 21:08:44.193,5,26,3
1330.0,0.1111,0.1111,1.0,1,1,['Teacher'],Tho Re,111,2018-01-15 18:46:50.717,2020-12-08 22:37:45.750,0,0,0
1349.0,0.5,0.5,6.0,6,1,['Teacher'],Sabrina Pereira,61,2018-01-21 20:22:55.443,2018-02-02 02:39:39.700,2,0,0
1352.0,0.0,0.0,0.0,0,1,"['Student', 'Editor', 'Supporter', 'Citizen Patrol', 'Autobiographer', 'Scholar', 'Yearling', 'Excavator']",Stephane Rolland,255,2018-01-23 16:13:45.047,2022-12-27 10:54:23.233,1,24,0
1353.0,0.3333,0.3333,3.0,3,1,"['Teacher', 'Autobiographer']",Adam Davis,131,2018-01-24 01:23:56.390,2018-04-14 23:45:50.507,0,0,0
1368.0,0.0,0.0,0.0,0,1,"['Supporter', 'Autobiographer']",Tikkes,101,2018-01-30 13:22:16.263,2018-02-01 10:07:34.623,1,1,0
1382.0,1.0,1.0,6.0,6,1,"['Teacher', 'Supporter']",jweaver,61,2018-02-08 20:16:09.513,2018-05-04 12:49:11.500,0,2,0
1383.0,0.0,0.0,0.0,0,1,,Duffer,101,2018-02-09 05:41:02.820,2019-12-17 05:25:34.773,0,0,0
1385.0,0.5,1.0,1.5,3,2,"['Teacher', 'Autobiographer']",Felicity Ratcliffe,31,2018-02-09 16:00:30.610,2018-05-21 17:27:05.003,0,0,0
1388.0,0.0833,0.0833,2.0,2,1,['Teacher'],Mike Pelletier,21,2018-02-12 18:31:50.500,2018-02-12 18:46:52.230,0,0,0
1410.0,0.1304,0.1304,3.0,3,1,"['Teacher', 'Supporter']",Bridgeburners,131,2018-02-28 18:14:13.290,2021-01-15 14:16:25.157,1,2,0
1446.0,0.5714,1.1429,1.0,2,2,['Teacher'],user1446,21,2018-03-15 21:41:49.127,2018-04-05 18:59:03.030,0,0,0
1447.0,1.0,1.0,7.0,7,1,"['Teacher', 'Supporter']",Giel,186,2018-03-16 10:05:54.500,2018-10-15 12:16:44.480,1,4,0
1460.0,0.3798,1.1393,3.6667,11,3,"['Teacher', 'Informed']",anja,126,2018-03-21 14:51:19.440,2018-03-25 12:50:33.673,0,0,0
1464.0,0.1429,0.1429,1.0,1,1,"['Teacher', 'Editor', 'Autobiographer']",NitrusInc,111,2018-03-22 12:06:12.410,2018-04-15 18:01:31.017,1,0,0
1479.0,0.026,0.026,2.0,2,1,['Teacher'],Li12,121,2018-03-27 12:36:18.480,2018-04-06 07:58:12.220,0,0,0
1493.0,0.5192,1.0385,3.0,6,2,"['Teacher', 'Editor', 'Supporter', 'Autobiographer', 'Revival']",Jake,176,2018-04-03 02:07:53.067,2019-08-18 01:49:23.013,0,14,0
1510.0,0.2792,0.5584,4.0,8,2,"['Teacher', 'Supporter', 'Autobiographer']",Ivo,181,2018-04-09 07:12:53.013,2019-11-01 15:08:20.700,0,8,0
1514.0,1.0,1.0,1.0,1,1,"['Teacher', 'Supporter', 'Autobiographer']",John M,111,2018-04-09 19:36:21.177,2023-08-23 14:21:08.693,0,2,0
1526.0,0.4123,2.886,2.5714,18,7,"['Teacher', 'Student', 'Editor', 'Supporter', 'Critic', 'Citizen Patrol', 'Scholar', 'Yearling', 'Enthusiast', 'Revival']",Violet Flare,395,2018-04-12 09:09:25.177,2023-09-27 10:45:37.563,2,49,1
1541.0,0.3221,1.2886,3.5,14,4,"['Teacher', 'Supporter', 'Commentator', 'Informed']",SquidInc.,164,2018-04-18 13:37:03.117,2022-12-10 01:38:59.627,2,13,0
1554.0,0.1333,0.4,1.6667,5,3,"['Teacher', 'Editor', 'Supporter', 'Citizen Patrol', 'Autobiographer']",Mark Stosberg,151,2018-04-18 23:20:36.220,2019-07-18 18:35:35.933,5,10,0
1575.0,0.0,0.0,0.0,0,1,,ssn,107,2018-04-24 05:46:05.383,2021-04-29 18:24:13.953,2,0,0
1581.0,0.1818,0.1818,2.0,2,1,"['Teacher', 'Autobiographer', 'Informed']",Mercurialfey,21,2018-04-26 19:22:26.503,2018-04-26 20:06:04.603,3,0,0
1592.0,0.1,0.1,1.0,1,1,"['Teacher', 'Student', 'Editor', 'Supporter', 'Autobiographer', 'Informed']",Lasantha,121,2018-05-02 18:33:10.153,2022-08-23 11:10:51.227,1,3,0
1593.0,0.0,0.0,0.0,0,2,"['Editor', 'Supporter']",Tomas,97,2018-05-02 21:26:02.130,2020-09-01 07:57:27.297,0,4,0
1594.0,0.0,0.0,0.0,0,4,"['Student', 'Editor', 'Supporter', 'Autobiographer', 'Scholar', 'Custodian']",eapo,127,2018-05-03 00:36:28.167,2021-10-07 21:23:59.003,3,4,0
1599.0,0.7867,3.9333,4.0,20,5,"['Teacher', 'Editor', 'Supporter', 'Autobiographer', 'Yearling', 'Revival', 'Caucus', 'Caucus']",Robert Long,346,2018-05-04 07:23:06.923,2023-08-29 12:52:21.423,3,14,0
1608.0,0.1667,0.1667,1.0,1,1,['Teacher'],TheProteanGirl,11,2018-05-07 21:38:33.907,2018-05-07 21:38:33.907,0,0,0
1610.0,0.525,2.1,3.25,13,4,"['Teacher', 'Autobiographer', 'Yearling', 'Necromancer', 'Revival']",Nikki,231,2018-05-09 23:26:26.713,2018-10-17 14:36:48.923,8,0,0
1612.0,0.1429,0.1429,1.0,1,1,['Teacher'],Goran Duškić,11,2018-05-10 16:19:14.427,2022-11-16 11:33:24.990,2,0,0
1613.0,0.5417,1.0833,1.5,3,2,"['Teacher', 'Revival', 'Custodian']",tdrsam,154,2018-05-11 01:20:15.493,2021-09-16 22:48:59.440,1,0,0
1618.0,0.0357,0.0357,1.0,1,1,"['Teacher', 'Autobiographer']",Pranav Singh,111,2018-05-14 04:49:05.187,2023-03-09 05:39:30.140,1,0,0
1646.0,0.4087,1.2262,7.0,21,3,"['Teacher', 'Editor', 'Autobiographer', 'Yearling', 'Nice Answer']",pizi,332,2018-05-25 14:22:03.257,2021-12-10 20:22:09.827,1,0,0
1654.0,0.2,0.2,2.0,2,1,['Teacher'],user24119,21,2018-05-29 12:51:14.687,2018-05-29 13:07:57.430,0,0,0
1675.0,0.2051,0.4103,1.0,2,2,"['Teacher', 'Editor']",Steve B,121,2018-06-13 04:50:31.587,2018-08-29 01:30:17.083,0,0,0
1694.0,0.506,2.0238,3.25,13,4,"['Teacher', 'Necromancer', 'Revival']",Cebbe,146,2018-06-25 11:02:48.213,2018-10-31 15:47:32.220,1,0,0
1696.0,0.25,0.25,4.0,4,1,['Teacher'],Nacho,41,2018-06-25 15:55:25.180,2018-12-12 14:52:41.830,0,0,0
1703.0,1.0,1.0,3.0,3,1,"['Teacher', 'Supporter', 'Autobiographer']",Bharel,131,2018-07-06 18:40:46.793,2021-05-08 01:16:29.203,0,1,0
1715.0,0.498,1.4939,5.0,15,3,"['Teacher', 'Supporter', 'Yearling']",user61524,266,2018-07-12 20:48:47.253,2019-01-06 09:44:09.453,0,2,0
1717.0,0.5263,1.0526,2.5,5,2,"['Teacher', 'Supporter', 'Autobiographer']",Alex,166,2018-07-13 15:20:22.697,2019-12-22 09:29:45.167,0,6,0
1725.0,0.0,0.0,0.0,0,1,"['Student', 'Critic', 'Scholar']",Samid,168,2018-07-20 01:05:07.263,2023-09-29 13:39:36.870,2,0,1
1728.0,0.4,0.4,2.0,2,1,"['Teacher', 'Supporter', 'Autobiographer']",karthik,121,2018-07-21 04:03:55.383,2024-02-01 07:46:38.237,0,17,0
1730.0,0.5216,1.5649,4.6667,14,3,"['Teacher', 'Student', 'Editor', 'Supporter', 'Autobiographer', 'Yearling', 'Custodian']",David Lehnherr,331,2018-07-23 14:06:49.597,2022-05-22 18:26:37.800,3,2,0
1753.0,0.0,0.0,0.0,0,1,,Antonis P,1,2018-08-06 14:10:48.483,2018-08-06 14:26:08.280,0,0,0
1758.0,0.4286,0.4286,3.0,3,1,['Teacher'],Rowan,131,2018-08-08 21:28:08.117,2018-12-13 09:10:57.107,0,0,0
1778.0,0.0,0.0,0.0,0,1,,Swetha G,1,2018-08-20 11:52:05.710,2018-08-21 13:23:31.623,1,0,0
1785.0,0.4667,0.4667,7.0,7,1,"['Teacher', 'Necromancer']",MimiB,71,2018-08-21 18:11:17.790,2018-08-21 18:11:17.790,0,0,0
1807.0,0.1227,0.3681,2.6667,8,3,"['Teacher', 'Editor', 'Necromancer', 'Informed']",Roushiyo,103,2018-09-01 09:34:46.230,2018-09-08 07:25:10.340,3,0,0
1829.0,1.0,1.0,4.0,4,1,"['Teacher', 'Editor', 'Supporter', 'Critic']",Koume,1,2018-09-10 13:20:22.407,2018-12-13 12:01:25.903,4,27,0
1878.0,1.0,2.0,3.5,7,2,"['Teacher', 'Student', 'Supporter', 'Autobiographer', 'Scholar', 'Yearling', 'Revival', 'Revival', 'Caucus']",Ælis,238,2018-10-09 16:07:46.177,2021-08-10 07:10:32.123,4,6,0
1916.0,1.0,1.0,4.0,4,1,"['Teacher', 'Student', 'Autobiographer', 'Scholar', 'Self-Learner', 'Caucus']",typesanitizer,189,2018-10-30 17:42:38.950,2022-08-23 02:17:35.890,4,0,0
1918.0,0.8333,0.8333,5.0,5,1,"['Teacher', 'Editor', 'Supporter', 'Autobiographer', 'Enthusiast', 'Fanatic', 'Informed']",itsmysterybox,153,2018-10-31 08:59:50.190,2021-08-22 08:36:28.733,1,3,0
1926.0,0.1667,0.1667,1.0,1,1,"['Teacher', 'Student', 'Editor', 'Supporter', 'Scholar', 'Custodian']",Markus,189,2018-11-05 07:17:05.793,2020-06-07 15:26:47.417,6,7,0
1933.0,0.5,0.5,1.0,1,1,"['Teacher', 'Autobiographer']",Sergi Ballestar,26,2018-11-07 08:47:42.323,2021-11-08 15:12:15.350,0,0,0
1934.0,0.5533,2.7667,3.2,16,5,"['Teacher', 'Student', 'Editor', 'Supporter', 'Critic', 'Citizen Patrol', 'Autobiographer', 'Yearling', 'Commentator', 'Quorum', 'Caucus', 'Caucus', 'Constituent', 'Custodian']",Jiminy Cricket.,318,2018-11-07 13:14:26.690,2024-03-31 04:14:37.713,7,21,2
1936.0,0.2353,0.2353,4.0,4,1,"['Teacher', 'Informed']",Karo,41,2018-11-09 18:13:28.887,2018-12-19 16:05:48.623,1,0,0
1949.0,0.08,0.08,2.0,2,1,['Teacher'],Varnith,21,2018-11-16 03:02:18.497,2019-04-21 11:03:56.597,0,0,0
1958.0,0.0156,0.0312,2.0,4,2,"['Teacher', 'Student', 'Editor', 'Supporter', 'Autobiographer', 'Scholar', 'Suffrage', 'Informed']",Matthew London,61,2018-11-20 00:26:27.113,2022-09-23 15:00:50.003,2,51,0
1961.0,0.5889,8.2444,2.9286,41,14,"['Teacher', 'Student', 'Editor', 'Organizer', 'Supporter', 'Autobiographer', 'Yearling', 'Yearling', 'Yearling', 'Self-Learner', 'Commentator', 'Revival', 'Revival', 'Revival']",Jan,691,2018-11-22 11:01:10.640,2020-06-19 09:53:53.677,5,15,0
1981.0,1.0,3.0,4.6667,14,3,"['Teacher', 'Editor', 'Critic', 'Autobiographer', 'Yearling', 'Revival']",Thomas Cleberg,272,2018-12-05 16:05:11.680,2020-08-12 16:45:34.343,2,0,1
1999.0,0.2083,0.2083,5.0,5,1,"['Teacher', 'Student', 'Editor', 'Supporter', 'Autobiographer', 'Scholar', 'Yearling', 'Necromancer', 'Caucus', 'Caucus', 'Constituent', 'Custodian']",PinkBanter,223,2018-12-14 22:26:43.780,2022-11-18 12:05:53.393,7,3,0
2029.0,0.0,0.0,0.0,0,1,"['Teacher', 'Autobiographer']",James Buser,1,2019-01-03 11:58:42.670,2020-03-13 07:48:37.627,1,0,0
2035.0,0.455,8.6448,3.1053,59,19,"['Teacher', 'Student', 'Editor', 'Supporter', 'Autobiographer', 'Scholar', 'Yearling', 'Yearling', 'Yearling', 'Yearling', 'Yearling', 'Necromancer', 'Nice Question', 'Nice Question', 'Popular Question', 'Popular Question', 'Commentator', 'Caucus', 'Caucus', 'Custodian']",badjohn,1093,2019-01-04 10:02:45.107,2024-04-01 06:30:56.657,6,156,0
2044.0,0.0,0.0,0.0,0,1,['Editor'],Stuf,19,2019-01-06 04:25:46.563,2019-01-06 04:25:46.563,0,0,0
2046.0,0.04,0.04,1.0,1,1,"['Teacher', 'Editor']",Mohan Pathak,11,2019-01-06 17:53:00.420,2023-03-21 11:02:33.940,0,0,0
2047.0,0.2,0.2,2.0,2,1,['Teacher'],N Russell,21,2019-01-07 09:05:38.570,2019-11-11 15:48:39.877,0,0,0
2058.0,0.375,0.375,3.0,3,1,"['Teacher', 'Autobiographer']",Mr. Caribbean,31,2019-01-12 05:05:08.120,2019-01-12 05:20:30.767,0,0,0
2061.0,1.0,2.0,5.0,10,2,"['Teacher', 'Yearling', 'Necromancer', 'Revival', 'Revival']",F Chopin,231,2019-01-13 21:32:04.483,2020-08-07 08:02:36.420,1,0,0
2074.0,0.0303,0.0303,1.0,1,1,"['Teacher', 'Autobiographer']",Bizibill,21,2019-01-22 11:51:21.173,2019-01-25 01:54:34.120,0,0,0
2078.0,0.1429,0.1429,1.0,1,1,"['Teacher', 'Autobiographer']",Bernard Hurley,111,2019-01-23 11:29:05.367,2019-01-23 11:45:43.640,0,0,0
2095.0,0.2625,1.8378,3.1429,22,7,"['Teacher', 'Student', 'Supporter', 'Autobiographer', 'Yearling', 'Nice Answer', 'Commentator', 'Informed']",Ed Grimm,392,2019-02-04 06:49:15.093,2022-02-06 20:48:31.897,7,53,0
2101.0,0.0,0.0,0.0,0,1,,Susan Foster,1,2019-02-06 16:22:33.093,2019-02-06 16:22:33.093,1,0,0
2104.0,0.1429,0.2857,1.0,2,2,['Teacher'],Elizabeth Cox,17,2019-02-08 03:38:29.120,2019-02-08 13:30:42.943,1,0,0
2115.0,0.1429,0.1429,2.0,2,1,['Teacher'],Mark Haferkamp,121,2019-02-12 15:18:39.633,2020-01-07 09:09:17.063,0,0,0
2121.0,0.5683,2.2731,2.75,11,4,"['Teacher', 'Editor', 'Supporter', 'Necromancer', 'Revival', 'Revival']",cacodaemonia,134,2019-02-15 23:27:24.380,2019-05-21 12:24:19.433,3,1,0
2149.0,0.1176,0.1176,2.0,2,1,"['Teacher', 'Student', 'Editor', 'Supporter', 'Scholar', 'Yearling']",gr68,223,2019-03-06 13:54:31.877,2022-09-07 13:30:58.887,4,3,0
2153.0,0.2857,0.2857,4.0,4,1,"['Teacher', 'Supporter']",Organic,141,2019-03-08 14:05:32.743,2019-03-13 12:14:28.500,0,1,0
2178.0,0.5261,1.5782,9.6667,29,3,"['Teacher', 'Editor', 'Supporter', 'Autobiographer', 'Yearling', 'Yearling', 'Nice Answer', 'Informed']",Manuki,406,2019-03-19 18:07:32.617,2023-06-05 20:59:38.287,1,18,0
2185.0,0.1538,0.1538,2.0,2,1,"['Teacher', 'Student', 'Editor', 'Supporter', 'Autobiographer', 'Scholar', 'Yearling']",Negar Rezaei Nejad,299,2019-03-21 18:55:06.020,2022-01-04 10:30:47.777,3,1,0
2202.0,0.0526,0.0526,1.0,1,1,['Teacher'],Tad Jones,11,2019-04-03 20:54:19.637,2022-09-14 04:01:01.587,2,0,0
2214.0,0.75,1.5,5.5,11,2,"['Teacher', 'Editor', 'Supporter', 'Autobiographer', 'Excavator']",bernard paulus,133,2019-04-08 13:46:37.847,2021-12-20 14:37:42.487,1,51,0
2216.0,1.0,1.0,8.0,8,1,['Teacher'],Anonym,89,2019-04-09 10:30:46.577,2022-10-17 10:09:17.023,1,0,0
2223.0,0.6641,3.3203,4.8,24,5,"['Teacher', 'Editor', 'Supporter', 'Critic', 'Citizen Patrol', 'Autobiographer', 'Yearling', 'Yearling', 'Caucus']",MlleMei,401,2019-04-11 07:44:57.943,2021-08-03 12:29:39.577,5,40,3
2236.0,0.0185,0.0185,1.0,1,1,['Teacher'],NEIL,11,2019-04-18 19:08:23.167,2019-05-18 22:08:08.777,0,0,0
2244.0,0.2169,0.6508,1.6667,5,3,"['Teacher', 'Supporter']",Eksplodo,51,2019-04-23 23:32:01.327,2020-01-20 16:52:01.053,0,8,0
3271.0,0.0312,0.0312,1.0,1,1,['Teacher'],Emily,11,2019-05-10 03:38:45.610,2019-05-10 03:38:45.610,0,0,0
3283.0,0.7037,2.1111,4.0,12,3,"['Teacher', 'Editor', 'Supporter', 'Autobiographer', 'Yearling', 'Necromancer', 'Revival']",Cameron Brick,236,2019-05-17 08:56:31.723,2020-08-26 08:42:05.897,2,3,0
3303.0,0.6,0.6,3.0,3,1,['Teacher'],firepetal,31,2019-06-06 16:44:40.650,2019-06-21 10:50:38.910,0,0,0
3311.0,0.7326,11.721,3.6875,59,16,"['Teacher', 'Student', 'Editor', 'Supporter', 'Critic', 'Citizen Patrol', 'Autobiographer', 'Scholar', 'Yearling', 'Yearling', 'Yearling', 'Yearling', 'Self-Learner', 'Necromancer', 'Necromancer', 'Commentator', 'Revival', 'Revival', 'Revival', 'Revival', 'Revival', 'Caucus', 'Caucus', 'Constituent', 'Constituent', 'Custodian', 'Custodian', 'Informed']",istepaniuk,1018,2019-06-14 13:46:45.623,2023-08-21 11:26:46.970,9,57,14
3312.0,0.4188,0.8377,6.0,12,2,"['Teacher', 'Supporter', 'Yearling', 'Commentator', 'Informed']",Curious,268,2019-06-14 14:34:35.127,2021-03-22 15:52:32.117,0,1,0
3320.0,0.0,0.0,0.0,0,1,['Supporter'],Chillin',101,2019-06-21 09:27:17.353,2019-10-17 11:39:16.323,0,1,0
3333.0,1.0,2.0,3.0,6,2,"['Teacher', 'Editor', 'Supporter', 'Autobiographer']",Alessandro D'Amario,76,2019-06-28 13:40:29.797,2019-06-30 17:06:17.747,1,12,0
3362.0,0.0,0.0,0.0,0,1,['Autobiographer'],shabunc,101,2019-07-20 18:04:08.310,2019-07-20 18:40:50.127,1,0,0
3363.0,0.5682,1.1364,2.5,5,2,"['Teacher', 'Student', 'Supporter', 'Autobiographer', 'Scholar', 'Yearling']",William Pennanti,207,2019-07-23 17:36:09.533,2021-04-09 21:10:27.450,0,4,0
3369.0,0.2273,0.2273,5.0,5,1,"['Teacher', 'Autobiographer']",Rajat Pundir,51,2019-07-30 12:09:57.670,2021-09-10 04:03:27.667,0,0,0
3385.0,0.0,0.0,0.0,0,1,,Taniyah Stevens,1,2019-08-07 02:57:09.333,2019-08-16 00:56:02.327,0,0,0
3400.0,0.3333,0.3333,2.0,2,1,"['Teacher', 'Editor']",Code Gold,21,2019-08-18 18:15:47.193,2019-09-03 06:00:22.480,0,0,0
3404.0,0.0,0.0,0.0,0,1,,Anonymous,1,2019-08-20 16:49:23.450,2019-08-20 16:49:23.450,0,0,0
3405.0,0.0,0.0,0.0,0,1,['Supporter'],jrw32982,101,2019-08-21 15:45:10.363,2024-02-21 19:46:44.380,1,2,0
3414.0,0.7222,1.4444,5.0,10,2,"['Teacher', 'Student', 'Editor', 'Supporter', 'Autobiographer', 'Scholar', 'Yearling', 'Self-Learner']",QWriter,281,2019-08-27 17:17:54.650,2019-09-18 20:56:53.397,3,1,0
3424.0,0.4404,7.4861,1.9412,33,17,"['Teacher', 'Student', 'Editor', 'Organizer', 'Supporter', 'Critic', 'Citizen Patrol', 'Autobiographer', 'Yearling', 'Yearling', 'Yearling', 'Self-Learner', 'Commentator', 'Revival', 'Excavator', 'Caucus', 'Caucus', 'Custodian', 'Informed', 'Curious', 'Explainer']",adamaero,745,2019-09-03 19:25:01.093,2024-02-23 17:28:04.673,13,47,19
3441.0,0.25,0.25,1.0,1,1,['Teacher'],Emmy Vuong,11,2019-09-17 07:27:02.680,2019-09-17 07:27:02.680,0,0,0
3460.0,0.1429,0.1429,1.0,1,1,['Teacher'],Jungyeon Han,11,2019-09-27 18:24:48.760,2019-10-22 17:50:26.340,1,0,0
3461.0,1.0,1.0,5.0,5,1,"['Teacher', 'Student', 'Autobiographer', 'Scholar', 'Yearling', 'Self-Learner']",08915bfe02,251,2019-09-27 22:46:07.963,2021-08-24 10:11:06.923,1,0,0
3467.0,0.0455,0.0455,1.0,1,1,"['Teacher', 'Autobiographer']",Nikhil Kulkarni,111,2019-10-03 02:15:48.740,2024-02-23 11:03:26.183,1,0,0
3474.0,0.0455,0.0455,1.0,1,1,['Teacher'],Christopher Ferrin,11,2019-10-08 08:40:12.663,2019-10-08 08:40:12.663,0,0,0
3481.0,0.0,0.0,0.0,0,1,,Pound,1,2019-10-14 05:22:54.780,2019-10-14 05:22:54.780,0,0,0
3509.0,0.1333,0.1333,2.0,2,1,['Teacher'],RollingCompass,129,2019-10-29 21:45:39.713,2020-01-09 12:48:38.827,0,0,0
3523.0,0.3333,0.3333,5.0,5,1,"['Teacher', 'Editor', 'Supporter', 'Informed']",Mara,151,2019-11-05 13:23:57.177,2024-04-02 05:45:19.870,1,1,0
3567.0,0.0991,0.3965,1.75,7,4,"['Teacher', 'Student', 'Editor', 'Supporter', 'Scholar', 'Yearling', 'Commentator']",Colin Ellis,397,2019-11-27 16:39:38.380,2024-02-01 09:22:46.003,2,31,0
3570.0,0.0,0.0,0.0,0,2,"['Editor', 'Cleanup', 'Custodian']",Raven,11,2019-11-29 07:29:52.130,2019-11-30 11:14:54.977,4,0,0
3571.0,0.1818,0.1818,4.0,4,1,"['Teacher', 'Autobiographer']",priyanka,141,2019-12-02 16:14:40.517,2019-12-03 05:48:03.953,0,0,0
3580.0,1.0,2.0,5.0,10,2,"['Teacher', 'Student', 'Editor', 'Supporter', 'Autobiographer', 'Scholar', 'Yearling', 'Talkative', 'Informed']",skippy619,382,2019-12-08 02:54:34.193,2021-03-17 02:52:29.073,2,15,0
3587.0,1.0,1.0,2.0,2,1,['Teacher'],DMin,136,2019-12-12 07:37:37.523,2021-02-15 07:26:59.723,0,0,0
3588.0,1.0,1.0,1.0,1,1,['Teacher'],user238853,11,2019-12-12 17:38:33.017,2019-12-12 17:38:33.017,0,0,0
3623.0,0.0526,0.0526,1.0,1,1,"['Teacher', 'Editor', 'Informed']",tlearley,11,2020-01-11 18:54:57.407,2020-02-16 00:34:57.220,0,0,0
3629.0,0.0,0.0,0.0,0,1,"['Supporter', 'Autobiographer']",pipedreambomb,109,2020-01-18 05:48:29.200,2020-01-18 05:48:29.200,1,1,0
3640.0,1.0,1.0,1.0,1,1,['Teacher'],Yoneo12,11,2020-01-23 13:28:13.693,2020-01-23 13:28:13.693,1,0,0
3644.0,0.3333,0.3333,2.0,2,1,"['Teacher', 'Autobiographer']",Egydio Pacheco,29,2020-01-27 06:18:49.553,2021-01-12 00:31:13.247,1,0,0
3651.0,0.25,0.25,2.0,2,1,"['Teacher', 'Student', 'Editor', 'Supporter', 'Yearling']",Not_Einstein,251,2020-01-30 17:45:20.820,2024-04-06 14:42:20.810,2,1,0
3656.0,0.0,0.0,0.0,0,1,,Sharon o simpson,1,2020-02-03 02:01:08.113,2020-02-03 02:01:08.113,0,0,0
3664.0,0.0058,0.0058,1.0,1,1,['Teacher'],Sam Bateman,11,2020-02-10 23:14:34.297,2020-02-10 23:14:34.297,1,0,0
3680.0,1.0,1.0,2.0,2,1,"['Teacher', 'Autobiographer']",C. Fugate,121,2020-02-27 00:48:56.650,2020-09-21 02:04:07.860,1,0,0
3712.0,0.1429,0.2857,1.0,2,2,"['Teacher', 'Editor', 'Custodian']",Guille Canale,21,2020-03-21 04:06:46.610,2021-06-15 03:45:34.430,1,0,0
3714.0,0.0312,0.0312,1.0,1,1,['Teacher'],unknown,11,2020-03-23 18:46:52.797,2020-03-23 18:46:52.797,0,0,0
3735.0,0.5164,2.5818,2.8,14,5,"['Teacher', 'Autobiographer', 'Revival', 'Revival', 'Informed']",Dietitian Jenn,149,2020-04-08 00:44:26.543,2020-06-22 04:16:24.657,7,0,0
3738.0,0.5,1.0,3.0,6,2,"['Teacher', 'Editor', 'Supporter', 'Critic', 'Citizen Patrol', 'Commentator']",jsotola,175,2020-04-11 22:34:54.923,2024-01-18 00:29:00.053,1,3,11
